ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
44681,Alexandra Hagan,F,25.0,180.0,76.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,
44722,"Marcus William ""Mark"" Hager",M,24.0,180.0,74.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,
44722,"Marcus William ""Mark"" Hager",M,32.0,180.0,74.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Bronze
44812,Robert Irwin Haigh,M,23.0,170.0,66.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Silver
44812,Robert Irwin Haigh,M,27.0,170.0,66.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,
44812,Robert Irwin Haigh,M,31.0,170.0,66.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver
44821,Louis Henry Hailey,M,30.0,179.0,75.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,
44821,Louis Henry Hailey,M,34.0,179.0,75.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,
44889,"Malte Sigvard ""Monty"" Hakansson (Hkansson-)",M,37.0,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",
44952,Geoffrey Alan Hale,M,22.0,182.0,76.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,
44953,Ian Maxwell Hale,M,33.0,173.0,95.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mixed Skeet,
44953,Ian Maxwell Hale,M,37.0,173.0,95.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Shooting,Shooting Mixed Skeet,
44958,"Edward ""Ted"" Hale",M,28.0,193.0,90.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Single Sculls,
45011,Graeme Lansell Hall,M,22.0,176.0,88.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Middle-Heavyweight,
45014,Jessica Hall,F,24.0,183.0,75.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,
45022,Linden Hall,F,25.0,167.0,51.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",
45030,Noel William Hall,M,42.0,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Running Target, Single And Double Shot",
45033,Sam Hall,M,25.0,180.0,72.0,Australia,AUS,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Moguls,
45078,Kevin John Hallett,M,18.0,,,Australia,AUS,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,
45085,Amber Jae Halliday,F,24.0,170.0,56.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Lightweight Double Sculls,
45085,Amber Jae Halliday,F,28.0,170.0,56.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,
45087,Emily Pia Halliday,F,25.0,169.0,63.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,
45087,Emily Pia Halliday,F,29.0,169.0,63.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,
45106,Evelyn Halls,F,28.0,173.0,58.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's epee, Individual",
45106,Evelyn Halls,F,31.0,173.0,58.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's epee, Individual",
45107,"Joanna ""Jo"" Halls",F,26.0,167.0,62.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Individual",
45107,"Joanna ""Jo"" Halls",F,34.0,167.0,62.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Individual",
45130,"Gerald Alexander ""Jerry"" Halpin",M,23.0,170.0,,Australia,AUS,1920 Summer,1920,Summer,Antwerpen,Cycling,Cycling Men's Sprint,
45266,Samantha Hamill,F,17.0,164.0,53.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Butterfly,
45266,Samantha Hamill,F,17.0,164.0,53.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Individual Medley,
45266,Samantha Hamill,F,21.0,164.0,53.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Butterfly,
45273,Colin Michael Hamilton,M,26.0,,,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Modern Pentathlon,Modern Pentathlon Men's Individual,
45273,Colin Michael Hamilton,M,26.0,,,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Modern Pentathlon,Modern Pentathlon Men's Team,
45281,Graham Hamilton,M,,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
45303,Sally Hamilton-Fleming,F,23.0,179.0,63.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,
45307,William Donald Hamlyn-Harris,M,26.0,191.0,96.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Javelin Throw,
45348,Bianca Maree Hammett,F,21.0,173.0,55.0,Australia,AUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,
45348,Bianca Maree Hammett,F,25.0,173.0,55.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,
45353,Cameron Hammond,M,22.0,179.0,,Australia,AUS,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Welterweight,
45362,"Robert Rodney ""Rob"" Hammond",M,23.0,176.0,75.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold
45362,"Robert Rodney ""Rob"" Hammond",M,27.0,176.0,75.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze
45364,Sarah Hammond,F,24.0,172.0,74.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,
45365,"Stanley R.A. ""Stan"" Hammond",M,22.0,,,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,
45368,Wayne Gary Hammond,M,23.0,184.0,75.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,
45368,Wayne Gary Hammond,M,27.0,184.0,75.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver
45416,Brooklee Han,F,18.0,150.0,42.0,Australia,AUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Women's Singles,
45459,Justin (Jiapeng-) Han,M,20.0,184.0,75.0,Australia,AUS,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Men's Singles,
45459,Justin (Jiapeng-) Han,M,20.0,184.0,75.0,Australia,AUS,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Men's Team,
45541,Stephen Handley,M,24.0,191.0,94.0,Australia,AUS,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Eights,
45565,Linda Hanel (-Lepore),F,14.0,179.0,66.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Butterfly,
45565,Linda Hanel (-Lepore),F,14.0,179.0,66.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Butterfly,
45565,Linda Hanel (-Lepore),F,14.0,179.0,66.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
45568,Fiona Hanes-Crawford,F,23.0,158.0,56.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze
45568,Fiona Hanes-Crawford,F,27.0,158.0,56.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver
45582,Kylie Hanigan (-Brennan),F,24.0,169.0,56.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,
45582,Kylie Hanigan (-Brennan),F,24.0,169.0,56.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,
45595,Simone Hankin,F,27.0,182.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold
45599,Paul Hanley,M,30.0,183.0,73.0,Australia-2,AUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,
45601,Robert Peter Hanlin,M,25.0,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Shot Put,
45607,"Donald ""Don"" Hanly",M,22.0,185.0,71.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres Hurdles,
45607,"Donald ""Don"" Hanly",M,22.0,185.0,71.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,
45610,Mary Hanna,F,41.0,173.0,63.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Individual",
45610,Mary Hanna,F,45.0,173.0,63.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Individual",
45610,Mary Hanna,F,45.0,173.0,63.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",
45610,Mary Hanna,F,49.0,173.0,63.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Individual",
45610,Mary Hanna,F,57.0,173.0,63.0,Australia,AUS,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",
45610,Mary Hanna,F,57.0,173.0,63.0,Australia,AUS,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Team",
45610,Mary Hanna,F,61.0,173.0,63.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",
45610,Mary Hanna,F,61.0,173.0,63.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",
45678,Basil I. Hansen,M,33.0,,,Australia,AUS,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,
45766,Kieran Hansen,M,20.0,176.0,78.0,Australia,AUS,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",
45766,Kieran Hansen,M,22.0,176.0,78.0,Australia,AUS,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,
45766,Kieran Hansen,M,22.0,176.0,78.0,Australia,AUS,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",
45766,Kieran Hansen,M,22.0,176.0,78.0,Australia,AUS,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
45766,Kieran Hansen,M,26.0,176.0,78.0,Australia,AUS,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",
45815,Warren Hansen,M,30.0,189.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Welterweight,
45821,Jacob Hansford,M,20.0,182.0,77.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
45824,"Boden Joseph ""Bo"" Hanson",M,18.0,199.0,100.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,
45824,"Boden Joseph ""Bo"" Hanson",M,22.0,199.0,100.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Quadruple Sculls,Bronze
45824,"Boden Joseph ""Bo"" Hanson",M,27.0,199.0,100.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Bronze
45824,"Boden Joseph ""Bo"" Hanson",M,31.0,199.0,100.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
45825,Brooke Louise Hanson (-Clarke),F,26.0,175.0,67.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke,Silver
45825,Brooke Louise Hanson (-Clarke),F,26.0,175.0,67.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Breaststroke,
45825,Brooke Louise Hanson (-Clarke),F,26.0,175.0,67.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
45965,Peter Hardcastle,M,22.0,196.0,92.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,
45965,Peter Hardcastle,M,26.0,196.0,92.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Double Sculls,
45965,Peter Hardcastle,M,30.0,196.0,92.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Single Sculls,
45978,Kelly Hardie,F,30.0,182.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze
45978,Kelly Hardie,F,38.0,182.0,80.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze
45989,Sally Harding (-Withers),F,27.0,170.0,64.0,Australia,AUS,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Fours,
45990,Tanya Victoria Harding,F,24.0,172.0,72.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze
45990,Tanya Victoria Harding,F,28.0,172.0,72.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze
45990,Tanya Victoria Harding,F,32.0,172.0,72.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver
45990,Tanya Victoria Harding,F,36.0,172.0,72.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze
45993,Laurence Neville Harding-Smith,M,,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's epee, Individual",
46003,"Helen Joyce ""Joy"" Hardon (Brookes-)",F,35.0,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Women's Foil, Individual",
46010,Amanda Jane Hardy,F,24.0,163.0,58.0,Australia-1,AUS,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Mixed Doubles,
46010,Amanda Jane Hardy,F,24.0,163.0,58.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Women's Doubles,
46010,Amanda Jane Hardy,F,28.0,163.0,58.0,Australia-1,AUS,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Mixed Doubles,
46010,Amanda Jane Hardy,F,28.0,163.0,58.0,Australia-2,AUS,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Women's Doubles,
46011,Benjamin Hardy,M,25.0,198.0,97.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,
46011,Benjamin Hardy,M,29.0,198.0,97.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,
46014,James Gilbert Hardy,M,35.0,187.0,86.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed 5.5 metres,
46040,Julia Hargreaves,F,26.0,178.0,57.0,Australia,AUS,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",
46040,Julia Hargreaves,F,26.0,178.0,57.0,Australia,AUS,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",
46068,Martin Harland,M,24.0,,,Australia-2,AUS,1988 Winter,1988,Winter,Calgary,Bobsleigh,Bobsleigh Men's Two,
46068,Martin Harland,M,24.0,,,Australia,AUS,1988 Winter,1988,Winter,Calgary,Bobsleigh,Bobsleigh Men's Four,
46073,Leslie Thomas Harley,M,23.0,,,Australia,AUS,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Light-Heavyweight,
46112,Bryan Leslie Harper,M,,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",
46112,Bryan Leslie Harper,M,,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",
46126,Benn Harradine,M,25.0,198.0,115.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,
46126,Benn Harradine,M,29.0,198.0,115.0,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,
46126,Benn Harradine,M,33.0,198.0,115.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,
46150,"Bertram ""Bert"" Harris",M,,,,Australia,AUS,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Flyweight, Freestyle",
46181,Rachel Amanda Harris,F,21.0,176.0,72.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 800 metres Freestyle,
46181,Rachel Amanda Harris,F,21.0,176.0,72.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Individual Medley,
46198,"Christopher ""Chris"" Harrison",M,30.0,192.0,92.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,
46206,John Young Harrison,M,32.0,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Fours,
46211,"Nicholas ""Nick"" Harrison",M,33.0,187.0,76.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,
46213,Norman Edward Harrison,M,37.0,185.0,83.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Free Pistol, 50 metres",
46214,Paul Harrison,M,21.0,169.0,75.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Middleweight,
46218,Regan Dean Harrison,M,22.0,178.0,71.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Breaststroke,
46218,Regan Dean Harrison,M,22.0,178.0,71.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
46218,Regan Dean Harrison,M,25.0,178.0,71.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Breaststroke,
46223,Thomas Harrison,M,22.0,182.0,75.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's Sprint,
46227,Loretta Harrop,F,25.0,168.0,53.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Triathlon,Triathlon Women's Olympic Distance,
46227,Loretta Harrop,F,29.0,168.0,53.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Triathlon,Triathlon Women's Olympic Distance,Silver
46229,Kristi Lee Harrower,F,25.0,162.0,63.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver
46229,Kristi Lee Harrower,F,29.0,162.0,63.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver
46229,Kristi Lee Harrower,F,33.0,162.0,63.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver
46229,Kristi Lee Harrower,F,37.0,162.0,63.0,Australia,AUS,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Bronze
46255,Nathan Hart,M,23.0,180.0,90.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,
46294,"Alexander ""Alex"" Hartmann",M,23.0,198.0,91.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
46350,Barton Harvey,M,19.0,,,Hornet,AUS,1952 Summer,1952,Summer,Helsinki,Sailing,Sailing Mixed Two Person Keelboat,
46352,Duncan Harvey,M,28.0,183.0,102.0,Australia-1,AUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,
46352,Duncan Harvey,M,32.0,183.0,102.0,Australia,AUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,
46352,Duncan Harvey,M,32.0,183.0,102.0,Australia,AUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,
46357,Lesleigh Anne Harvey (-Mayes),F,15.0,159.0,56.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Freestyle,
46357,Lesleigh Anne Harvey (-Mayes),F,15.0,159.0,56.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Freestyle,
46357,Lesleigh Anne Harvey (-Mayes),F,15.0,159.0,56.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
46360,"Michael ""Mike"" Harvey",M,21.0,175.0,68.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 50 kilometres Walk,
46361,Natalie Anne Harvey,F,21.0,164.0,48.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Women's 5,000 metres",
46361,Natalie Anne Harvey,F,25.0,164.0,48.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 10,000 metres",
46363,Paula Harvey,F,29.0,166.0,60.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
46381,Burak Hasan,M,23.0,177.0,68.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Featherweight,
46411,Peter James Haselhurst,M,27.0,181.0,77.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,
46450,Juliet Haslam,F,23.0,174.0,64.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,
46450,Juliet Haslam,F,27.0,174.0,64.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold
46450,Juliet Haslam,F,31.0,174.0,64.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold
46454,Gary John Hasler,M,22.0,,,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
46463,Edward Bruce Haslingden,M,28.0,,,Australia,AUS,1952 Winter,1952,Winter,Oslo,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,
46463,Edward Bruce Haslingden,M,28.0,,,Australia,AUS,1952 Winter,1952,Winter,Oslo,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
46538,Malcolm Thomas Hastie,M,23.0,,,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,
46565,Adrian Hatcher,M,30.0,183.0,89.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Javelin Throw,
46606,Marina Ann Hatzakis,F,24.0,180.0,73.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Double Sculls,
46606,Marina Ann Hatzakis,F,24.0,180.0,73.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Quadruple Sculls,
46606,Marina Ann Hatzakis,F,28.0,180.0,73.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Double Sculls,
46755,Neil Andrew Hawgood,M,26.0,179.0,74.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,
46756,Brett Geoffrey Hawke,M,25.0,186.0,86.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 50 metres Freestyle,
46756,Brett Geoffrey Hawke,M,29.0,186.0,86.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 50 metres Freestyle,
46758,Rechelle Margaret Hawkes,F,21.0,165.0,57.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold
46758,Rechelle Margaret Hawkes,F,25.0,165.0,57.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,
46758,Rechelle Margaret Hawkes,F,29.0,165.0,57.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold
46758,Rechelle Margaret Hawkes,F,33.0,165.0,57.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold
46763,David Frederick Hawkins,M,18.0,,,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 200 metres Breaststroke,
46778,"Stephen Mark ""Steve"" Hawkins",M,21.0,,,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Double Sculls,Gold
46792,Gerald Hay,M,18.0,157.0,57.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Bantamweight,
46793,Harry Maitland Hay,M,,178.0,,Australia,AUS,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 100 metres Freestyle,
46793,Harry Maitland Hay,M,,178.0,,Australia,AUS,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 400 metres Freestyle,
46793,Harry Maitland Hay,M,,178.0,,Australia,AUS,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
46795,Lachlan Hay,M,19.0,178.0,71.0,Australia,AUS,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",
46795,Lachlan Hay,M,23.0,178.0,71.0,Australia,AUS,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",
46824,Joseph Haydar,M,25.0,167.0,74.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Middleweight,
46847,"Matthew ""Matt"" Hayes",M,32.0,170.0,77.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,
46848,Neville Ronald Hayes,M,16.0,183.0,80.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Butterfly,Silver
46848,Neville Ronald Hayes,M,16.0,183.0,80.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
